id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
31001,15500,31000,2883,1608,2390000,4015,1,0,89
31002,15501,31003,1608,2967,50450000,1539,9,100,51
31003,15501,31002,2967,1608,49549000,3106,7,0,90
31004,15502,31005,1777,2967,77623000,4354,6,0,87
31005,15502,31004,2967,1777,22375000,4348,2,0,49
31006,15503,31007,907,1608,13855000,1890,3,0,91
31007,15503,31006,1608,907,86144000,1642,7,0,30
31008,15504,31009,353,201,99727000,1201,7,0,98
31009,15504,31008,201,353,272000,1771,1,0,48
31010,15505,31011,201,1474,84796000,2289,1,0,81
31011,15505,31010,1474,201,15204000,2755,2,0,31
31012,15506,31013,3564,1,94949000,4914,6,0,71
31013,15506,31012,1,3564,5051000,3931,6,0,78
31014,15507,31015,46,3565,48035000,2105,2,0,72
31015,15507,31014,3565,46,51966000,3149,2,0,60
31016,15508,31017,3564,77,33758000,3173,9,0,24
31017,15508,31016,77,3564,66242000,2799,8,1000,51
31018,15509,31019,2520,3566,90811000,1256,3,0,26
31019,15509,31018,3566,2520,9190000,2009,9,0,91
31020,15510,31021,150,3567,58734000,4048,6,0,71
31021,15510,31020,3567,150,41265000,4086,5,10,22
31022,15511,31023,46,3553,31239000,1198,8,0,11
31023,15511,31022,3553,46,68758000,4685,3,0,33
31024,15512,31025,2010,3543,87014000,3193,3,0,20
31025,15512,31024,3543,2010,12987000,4640,7,0,52
31026,15513,31027,2010,1607,24892000,2598,1,0,33
31027,15513,31026,1607,2010,75109000,1185,8,0,10
31028,15514,31029,2010,3187,78271000,2822,8,0,67
31029,15514,31028,3187,2010,21728000,3987,2,10,32
31030,15515,31031,2226,2288,25060000,1989,1,10,79
31031,15515,31030,2288,2226,74941000,1605,8,0,44
31032,15516,31033,3568,219,27979000,4356,1,100,61
31033,15516,31032,219,3568,72019000,2025,5,0,48
31034,15517,31035,1818,192,71583000,2599,9,0,39
31035,15517,31034,192,1818,28418000,3508,8,10,75
31036,15518,31037,1205,2943,99045000,1487,5,10,73
31037,15518,31036,2943,1205,952000,1313,2,0,33
31038,15519,31039,222,43,33474000,4248,4,0,86
31039,15519,31038,43,222,66524000,3711,4,10,66
31040,15520,31041,43,466,29777000,4091,1,0,95
31041,15520,31040,466,43,70223000,2339,3,0,94
31042,15521,31043,3569,423,59645000,3198,9,0,66
31043,15521,31042,423,3569,40354000,1769,7,0,66
31044,15522,31045,3512,344,58434000,3429,6,100,92
31045,15522,31044,344,3512,41564000,3925,2,10,18
31046,15523,31047,3569,33,52825000,2438,7,1000,49
31047,15523,31046,33,3569,47174000,4602,1,0,55
31048,15524,31049,3512,928,10505000,1076,6,0,38
31049,15524,31048,928,3512,89495000,1847,7,10,55
31050,15525,31051,3472,3464,31931000,3759,9,0,38
31051,15525,31050,3464,3472,68070000,3180,6,0,20
31052,15526,31053,3569,46,79737000,2425,2,1000,84
31053,15526,31052,46,3569,20262000,4212,4,0,92
31054,15527,31055,3569,281,89537000,2316,5,0,51
31055,15527,31054,281,3569,10464000,3628,8,100,77
31056,15528,31057,3569,64,96015000,1347,3,10,65
31057,15528,31056,64,3569,3985000,3440,2,10,53
31058,15529,31059,276,3074,25732000,2909,4,10,27
31059,15529,31058,3074,276,74268000,1343,4,10,78
31060,15530,31061,3569,1474,38446000,4948,7,0,22
31061,15530,31060,1474,3569,61555000,1976,9,0,88
31062,15531,31063,3568,1642,95171000,2802,5,100,51
31063,15531,31062,1642,3568,4830000,3738,1,0,84
31064,15532,31065,3568,1420,34450000,3608,2,0,40
31065,15532,31064,1420,3568,65548000,1635,4,0,84
31066,15533,31067,3569,746,1011000,3129,7,0,38
31067,15533,31066,746,3569,98987000,1556,6,0,16
31068,15534,31069,3569,556,70014000,2573,8,0,52
31069,15534,31068,556,3569,29985000,1800,4,0,47
31070,15535,31071,3472,342,71586000,4817,8,0,98
31071,15535,31070,342,3472,28415000,4712,1,0,45
31072,15536,31073,3569,1088,61699000,3022,3,0,31
31073,15536,31072,1088,3569,38300000,3294,7,0,39
31074,15537,31075,201,347,18444000,2517,7,0,17
31075,15537,31074,347,201,81556000,3907,9,0,69
31076,15538,31077,1618,3482,6621000,4598,4,0,43
31077,15538,31076,3482,1618,93379000,1301,1,0,18
31078,15539,31079,3449,1474,67270000,2884,6,0,88
31079,15539,31078,1474,3449,32730000,2134,9,10,73
31080,15540,31081,1840,2520,24375000,3666,5,100,64
31081,15540,31080,2520,1840,75624000,3693,2,0,99
31082,15541,31083,3015,1436,67018000,3454,2,0,78
31083,15541,31082,1436,3015,32981000,3156,3,0,31
31084,15542,31085,46,1840,50030000,2528,2,0,69
31085,15542,31084,1840,46,49970000,2735,6,0,43
31086,15543,31087,1777,1840,81738000,2740,6,10,20
31087,15543,31086,1840,1777,18262000,2949,6,1000,61
31088,15544,31089,1473,3265,739000,1988,1,0,69
31089,15544,31088,3265,1473,99262000,3068,3,100,53
31090,15545,31091,3482,3449,93666000,4423,2,10,28
31091,15545,31090,3449,3482,6334000,3020,4,0,10
31092,15546,31093,1305,6,4752000,4644,2,10,24
31093,15546,31092,6,1305,95248000,3974,1,10,91
31094,15547,31095,3449,1474,10201000,4172,8,10,14
31095,15547,31094,1474,3449,89797000,2611,7,0,84
31096,15548,31097,1777,1940,30309000,4435,1,10,77
31097,15548,31096,1940,1777,69690000,3577,8,0,26
31098,15549,31099,1940,63,12025000,1758,8,0,45
31099,15549,31098,63,1940,87974000,3065,3,0,38
31100,15550,31101,1088,1940,25247000,3794,3,0,97
31101,15550,31100,1940,1088,74752000,4027,5,10,63
31102,15551,31103,410,1940,97179000,4913,6,0,48
31103,15551,31102,1940,410,2822000,3005,7,10,82
31104,15552,31105,1205,1940,63379000,1977,4,0,96
31105,15552,31104,1940,1205,36621000,4056,1,0,56
31106,15553,31107,95,1940,12086000,2029,5,0,72
31107,15553,31106,1940,95,87913000,1969,2,0,35
31108,15554,31109,476,1840,48428000,4777,3,10,41
31109,15554,31108,1840,476,51570000,2144,3,0,67
31110,15555,31111,1115,3570,25954000,1231,7,0,98
31111,15555,31110,3570,1115,74044000,4106,7,0,47
31112,15556,31113,3568,2010,81071000,1730,4,1000,74
31113,15556,31112,2010,3568,18928000,4642,2,0,92
31114,15557,31115,98,3295,53432000,3872,9,0,11
31115,15557,31114,3295,98,46566000,2175,7,0,67
31116,15558,31117,2687,177,77757000,2986,8,10,12
31117,15558,31116,177,2687,22242000,2592,7,0,56
31118,15559,31119,1926,77,11556000,2313,8,0,88
31119,15559,31118,77,1926,88442000,4392,4,0,32
31120,15560,31121,3571,466,66421000,4505,7,10,77
31121,15560,31120,466,3571,33578000,3533,7,0,24
31122,15561,31123,54,3572,65394000,1043,6,0,24
31123,15561,31122,3572,54,34606000,4027,8,0,95
31124,15562,31125,349,3467,80927000,3910,5,0,10
31125,15562,31124,3467,349,19072000,2906,1,0,82
31126,15563,31127,2068,3571,25992000,4722,3,10,22
31127,15563,31126,3571,2068,74008000,1445,4,0,88
31128,15564,31129,3571,3573,91295000,3286,2,0,98
31129,15564,31128,3573,3571,8704000,3112,6,0,84
31130,15565,31131,1473,3554,95889000,2961,2,10,62
31131,15565,31130,3554,1473,4111000,4019,4,0,19
31132,15566,31133,3543,151,27809000,3813,4,0,79
31133,15566,31132,151,3543,72191000,1035,6,0,91
31134,15567,31135,1914,2018,32267000,3973,3,0,24
31135,15567,31134,2018,1914,67735000,3479,1,10,51
31136,15568,31137,1914,76,28365000,4406,3,10,83
31137,15568,31136,76,1914,71635000,4817,3,10,83
31138,15569,31139,1914,86,17020000,1532,1,0,89
31139,15569,31138,86,1914,82978000,2589,1,0,39
31140,15570,31141,1816,1914,45723000,4252,7,0,32
31141,15570,31140,1914,1816,54275000,3868,5,0,81
31142,15571,31143,1859,22,97399000,1628,6,0,94
31143,15571,31142,22,1859,2600000,1559,6,10,78
31144,15572,31145,1859,1685,54365000,2567,4,0,96
31145,15572,31144,1685,1859,45635000,1625,7,0,22
31146,15573,31147,1859,227,13016000,2212,1,0,12
31147,15573,31146,227,1859,86983000,1107,1,0,50
31148,15574,31149,3574,77,77807000,4630,9,0,67
31149,15574,31148,77,3574,22192000,4912,7,0,72
31150,15575,31151,1914,76,58141000,2641,2,0,32
31151,15575,31150,76,1914,41860000,1786,8,0,57
31152,15576,31153,1259,371,98534000,3449,2,10,42
31153,15576,31152,371,1259,1466000,4140,7,1000,73
31154,15577,31155,353,3113,71502000,2217,8,0,59
31155,15577,31154,3113,353,28498000,2261,1,0,12
31156,15578,31157,1926,177,9998000,1549,5,1000,29
31157,15578,31156,177,1926,90002000,4523,6,0,30
31158,15579,31159,1926,344,22374000,2511,8,0,93
31159,15579,31158,344,1926,77627000,4570,3,0,91
31160,15580,31161,1474,3575,47231000,3256,3,0,58
31161,15580,31160,3575,1474,52770000,3943,8,0,70
31162,15581,31163,3449,77,90436000,2088,1,0,89
31163,15581,31162,77,3449,9563000,3581,7,0,76
31164,15582,31165,3576,1777,11053000,3624,9,0,68
31165,15582,31164,1777,3576,88947000,2350,9,0,36
31166,15583,31167,54,3576,46422000,2917,6,0,78
31167,15583,31166,3576,54,53580000,4543,2,1000,58
31168,15584,31169,3482,1475,1136000,2848,1,0,16
31169,15584,31168,1475,3482,98863000,3118,6,0,88
31170,15585,31171,3482,1475,18959000,3087,6,0,69
31171,15585,31170,1475,3482,81041000,3989,7,0,64
31172,15586,31173,3450,3464,26783000,2835,5,0,67
31173,15586,31172,3464,3450,73217000,3361,6,1000,31
31174,15587,31175,3577,3232,39199000,4827,3,10,26
31175,15587,31174,3232,3577,60802000,3788,1,0,48
31176,15588,31177,977,3578,87400000,1860,8,100,73
31177,15588,31176,3578,977,12601000,1873,1,0,74
31178,15589,31179,2640,3568,43976000,2029,3,0,29
31179,15589,31178,3568,2640,56023000,3201,7,10,30
31180,15590,31181,806,3579,48840000,2011,4,0,83
31181,15590,31180,3579,806,51158000,1385,4,0,62
31182,15591,31183,2025,130,76324000,1349,7,0,82
31183,15591,31182,130,2025,23675000,1052,8,0,77
31184,15592,31185,1618,3572,57033000,2504,5,0,22
31185,15592,31184,3572,1618,42967000,4780,6,0,97
31186,15593,31187,2025,227,23296000,1104,4,0,38
31187,15593,31186,227,2025,76703000,1296,8,100,14
31188,15594,31189,3572,2061,48671000,4925,4,0,77
31189,15594,31188,2061,3572,51329000,1791,1,0,91
31190,15595,31191,2197,2348,86934000,1343,3,100,70
31191,15595,31190,2348,2197,13067000,1363,9,0,90
31192,15596,31193,871,3109,24127000,4443,5,0,33
31193,15596,31192,3109,871,75872000,3352,4,10,24
31194,15597,31195,2085,3464,26759000,4941,4,0,25
31195,15597,31194,3464,2085,73239000,4397,2,100,61
31196,15598,31197,422,3572,52270000,4348,9,0,60
31197,15598,31196,3572,422,47728000,1426,9,0,27
31198,15599,31199,3501,219,41157000,4168,5,0,50
31199,15599,31198,219,3501,58843000,3233,3,0,97
31200,15600,31201,150,3572,76430000,4905,7,0,52
31201,15600,31200,3572,150,23569000,2407,1,10,15
31202,15601,31203,1477,2493,9672000,2927,3,1000,90
31203,15601,31202,2493,1477,90326000,4552,8,100,42
31204,15602,31205,360,3572,35661000,4278,5,0,57
31205,15602,31204,3572,360,64339000,2177,4,0,95
31206,15603,31207,3048,177,84499000,2471,6,0,17
31207,15603,31206,177,3048,15501000,1892,3,10,32
31208,15604,31209,217,1608,71179000,3018,1,10,75
31209,15604,31208,1608,217,28821000,3891,6,100,65
31210,15605,31211,2455,3580,42030000,1172,6,0,24
31211,15605,31210,3580,2455,57968000,3005,5,10,86
31212,15606,31213,1608,332,66063000,1210,2,100,74
31213,15606,31212,332,1608,33937000,1143,1,0,99
31214,15607,31215,54,3543,24351000,1871,9,0,53
31215,15607,31214,3543,54,75650000,3501,5,0,78
31216,15608,31217,3577,3232,64742000,3780,1,0,78
31217,15608,31216,3232,3577,35257000,2250,6,0,33
31218,15609,31219,101,3572,52478000,2101,8,0,43
31219,15609,31218,3572,101,47522000,1307,2,0,93
31220,15610,31221,1608,265,92859000,3071,2,0,81
31221,15610,31220,265,1608,7142000,2581,2,0,47
31222,15611,31223,871,17,88049000,2486,9,0,71
31223,15611,31222,17,871,11950000,3156,9,100,26
31224,15612,31225,2,3570,90079000,1864,7,0,16
31225,15612,31224,3570,2,9921000,1414,9,0,91
31226,15613,31227,3581,1473,43172000,1355,1,0,47
31227,15613,31226,1473,3581,56830000,3265,7,10,23
31228,15614,31229,3576,130,88061000,1613,4,0,15
31229,15614,31228,130,3576,11937000,4049,9,1000,59
31230,15615,31231,1959,791,70371000,4253,5,0,92
31231,15615,31230,791,1959,29628000,4390,3,0,15
31232,15616,31233,358,46,64823000,1254,4,10,18
31233,15616,31232,46,358,35177000,1295,1,0,21
31234,15617,31235,2690,422,83327000,2498,7,0,34
31235,15617,31234,422,2690,16672000,3516,9,0,75
31236,15618,31237,54,3576,57882000,3965,6,0,92
31237,15618,31236,3576,54,42118000,2113,4,100,15
31238,15619,31239,3576,177,92742000,4255,8,0,11
31239,15619,31238,177,3576,7258000,2637,6,0,26
31240,15620,31241,3576,87,35900000,2296,9,0,14
31241,15620,31240,87,3576,64099000,2230,3,0,20
31242,15621,31243,2536,791,1930000,3003,7,0,90
31243,15621,31242,791,2536,98070000,1277,2,0,50
31244,15622,31245,54,3582,70391000,2124,2,0,60
31245,15622,31244,3582,54,29610000,3336,4,1000,88
31246,15623,31247,3410,3419,12083000,1055,5,10,20
31247,15623,31246,3419,3410,87917000,2608,9,0,42
31248,15624,31249,2,3457,14576000,3723,9,1000,88
31249,15624,31248,3457,2,85423000,3287,6,0,12
31250,15625,31251,2010,3457,68421000,2248,2,0,54
31251,15625,31250,3457,2010,31578000,3225,8,0,31
31252,15626,31253,201,3164,35026000,4865,7,0,94
31253,15626,31252,3164,201,64974000,2805,1,0,50
31254,15627,31255,1608,1940,12132000,1593,8,0,28
31255,15627,31254,1940,1608,87868000,4787,9,0,36
31256,15628,31257,150,1940,70034000,4758,6,10,64
31257,15628,31256,1940,150,29964000,3907,9,0,24
31258,15629,31259,3226,2010,72920000,1024,2,0,26
31259,15629,31258,2010,3226,27080000,1998,1,1000,94
31260,15630,31261,3581,457,37500000,2609,6,10,27
31261,15630,31260,457,3581,62498000,3884,5,100,80
31262,15631,31263,3583,1088,10279000,1690,4,0,10
31263,15631,31262,1088,3583,89720000,2324,6,0,62
31264,15632,31265,3584,326,61513000,3278,7,0,11
31265,15632,31264,326,3584,38488000,3033,9,0,21
31266,15633,31267,3581,466,3422000,3405,2,0,70
31267,15633,31266,466,3581,96577000,2792,7,10,68
31268,15634,31269,1608,130,12180000,4156,5,0,70
31269,15634,31268,130,1608,87820000,3167,6,10,40
31270,15635,31271,3584,326,13014000,2259,8,1000,64
31271,15635,31270,326,3584,86984000,2005,7,0,31
31272,15636,31273,2687,177,76139000,4118,2,0,71
31273,15636,31272,177,2687,23860000,3580,6,0,44
31274,15637,31275,3543,400,82206000,4553,6,0,45
31275,15637,31274,400,3543,17795000,4614,3,0,82
31276,15638,31277,3556,2883,52807000,4864,9,0,59
31277,15638,31276,2883,3556,47194000,3212,4,0,33
31278,15639,31279,977,3585,37477000,3415,6,0,89
31279,15639,31278,3585,977,62521000,1005,7,10,43
31280,15640,31281,46,3543,4902000,1601,2,0,61
31281,15640,31280,3543,46,95096000,3421,8,0,49
31282,15641,31283,54,3530,94881000,1362,9,0,77
31283,15641,31282,3530,54,5118000,2642,7,0,44
31284,15642,31285,3586,63,60819000,3126,8,1000,54
31285,15642,31284,63,3586,39179000,4828,6,0,28
31286,15643,31287,54,3586,49928000,3068,7,0,98
31287,15643,31286,3586,54,50069000,3419,7,1000,14
31288,15644,31289,3587,3542,39548000,1423,3,0,47
31289,15644,31288,3542,3587,60451000,2295,6,10,53
31290,15645,31291,348,3588,46944000,3977,1,0,40
31291,15645,31290,3588,348,53056000,2398,9,0,91
31292,15646,31293,3562,3589,84890000,3400,1,0,71
31293,15646,31292,3589,3562,15109000,2410,9,0,98
31294,15647,31295,95,2943,79615000,1958,9,1000,36
31295,15647,31294,2943,95,20384000,4208,2,0,26
31296,15648,31297,76,2943,63473000,1575,1,0,44
31297,15648,31296,2943,76,36526000,3543,6,0,17
31298,15649,31299,3291,2371,50455000,4111,8,0,96
31299,15649,31298,2371,3291,49545000,4340,9,0,40
31300,15650,31301,787,3590,48272000,3393,1,0,94
31301,15650,31300,3590,787,51726000,1912,8,0,99
31302,15651,31303,3591,282,11284000,4948,6,10,23
31303,15651,31302,282,3591,88716000,4871,7,10,68
31304,15652,31305,3592,915,84282000,4851,1,0,73
31305,15652,31304,915,3592,15718000,4809,1,0,49
31306,15653,31307,3048,177,80024000,2345,9,0,68
31307,15653,31306,177,3048,19976000,1204,2,0,74
31308,15654,31309,3115,2687,93032000,4318,7,0,25
31309,15654,31308,2687,3115,6965000,4300,7,0,29
31310,15655,31311,3115,177,21351000,3510,5,10,64
31311,15655,31310,177,3115,78649000,3783,1,10,32
31312,15656,31313,46,3593,64510000,4535,1,0,31
31313,15656,31312,3593,46,35488000,1692,7,0,55
31314,15657,31315,1777,3115,11503000,4162,4,0,83
31315,15657,31314,3115,1777,88495000,3293,5,0,22
31316,15658,31317,3594,17,89605000,2405,2,0,69
31317,15658,31316,17,3594,10394000,4208,4,0,44
31318,15659,31319,358,1924,65436000,4162,8,0,48
31319,15659,31318,1924,358,34565000,4110,3,0,19
31320,15660,31321,359,2687,31371000,2930,8,10,30
31321,15660,31320,2687,359,68630000,3581,5,0,56
31322,15661,31323,54,3591,48806000,1958,3,0,81
31323,15661,31322,3591,54,51194000,4399,3,0,38
31324,15662,31325,1088,3595,59375000,1917,7,0,61
31325,15662,31324,3595,1088,40626000,3503,9,0,85
31326,15663,31327,3596,194,43555000,1295,4,0,30
31327,15663,31326,194,3596,56446000,2325,6,0,26
31328,15664,31329,3596,1931,18362000,2238,6,0,57
31329,15664,31328,1931,3596,81636000,2579,9,0,83
31330,15665,31331,3115,130,6611000,1694,5,0,66
31331,15665,31330,130,3115,93389000,3444,2,0,35
31332,15666,31333,3594,345,85633000,2654,8,0,69
31333,15666,31332,345,3594,14367000,3137,5,0,12
31334,15667,31335,352,3594,64621000,3710,7,0,95
31335,15667,31334,3594,352,35378000,4083,2,0,27
31336,15668,31337,3594,3464,98165000,3019,4,0,74
31337,15668,31336,3464,3594,1834000,3248,6,10,87
31338,15669,31339,3597,3074,92725000,3317,5,0,68
31339,15669,31338,3074,3597,7275000,3938,2,0,89
31340,15670,31341,3594,201,68102000,3274,2,10,40
31341,15670,31340,201,3594,31897000,1106,4,0,37
31342,15671,31343,3594,2010,47159000,4844,8,0,29
31343,15671,31342,2010,3594,52840000,3780,4,0,85
31344,15672,31345,3594,219,77734000,1697,2,0,85
31345,15672,31344,219,3594,22266000,2463,1,0,47
31346,15673,31347,3569,344,33035000,1968,4,10,51
31347,15673,31346,344,3569,66964000,4762,5,100,88
31348,15674,31349,352,3594,22820000,1203,9,0,44
31349,15674,31348,3594,352,77180000,1751,5,100,82
31350,15675,31351,2515,151,1427000,1836,2,0,31
31351,15675,31350,151,2515,98572000,2093,1,1000,58
31352,15676,31353,46,3530,18789000,4961,2,0,14
31353,15676,31352,3530,46,81211000,3669,5,0,83
31354,15677,31355,3594,130,9959000,3630,3,0,97
31355,15677,31354,130,3594,90040000,4766,6,100,23
31356,15678,31357,2361,807,68198000,4537,3,0,96
31357,15678,31356,807,2361,31802000,3556,2,1000,34
31358,15679,31359,3598,820,28684000,4441,8,10,78
31359,15679,31358,820,3598,71314000,2126,4,0,83
31360,15680,31361,95,3598,58842000,1395,3,0,98
31361,15680,31360,3598,95,41157000,4881,3,0,63
31362,15681,31363,115,3598,20755000,3513,4,10,21
31363,15681,31362,3598,115,79245000,4059,8,0,70
31364,15682,31365,3598,130,18253000,1067,4,0,34
31365,15682,31364,130,3598,81746000,1986,7,0,57
31366,15683,31367,3281,3597,78441000,2326,1,0,14
31367,15683,31366,3597,3281,21559000,3109,5,10,69
31368,15684,31369,3107,3598,70029000,4532,3,10,18
31369,15684,31368,3598,3107,29970000,2325,6,10,55
31370,15685,31371,3598,1473,23791000,1171,3,0,40
31371,15685,31370,1473,3598,76209000,3918,4,10,47
31372,15686,31373,3598,342,56084000,2600,3,0,79
31373,15686,31372,342,3598,43915000,3514,4,0,42
31374,15687,31375,3598,376,38767000,1014,2,0,42
31375,15687,31374,376,3598,61232000,1592,7,0,66
31376,15688,31377,3598,350,40233000,2163,5,10,62
31377,15688,31376,350,3598,59766000,4778,3,0,63
31378,15689,31379,2515,1205,62027000,2439,5,0,76
31379,15689,31378,1205,2515,37973000,4471,1,0,74
31380,15690,31381,3594,326,47699000,1365,9,0,98
31381,15690,31380,326,3594,52300000,4274,8,0,93
31382,15691,31383,3232,3285,30880000,4616,3,0,17
31383,15691,31382,3285,3232,69121000,2476,2,10,29
31384,15692,31385,3597,3285,85035000,3137,6,0,86
31385,15692,31384,3285,3597,14964000,4104,2,0,81
31386,15693,31387,3599,46,95648000,4495,3,10,92
31387,15693,31386,46,3599,4352000,1906,6,0,40
31388,15694,31389,1426,621,59018000,3917,9,0,56
31389,15694,31388,621,1426,40982000,4036,2,10,62
31390,15695,31391,3600,820,96813000,3049,7,0,18
31391,15695,31390,820,3600,3186000,4857,1,0,14
31392,15696,31393,54,3600,11475000,4099,7,0,54
31393,15696,31392,3600,54,88525000,1190,6,0,64
31394,15697,31395,101,2357,20559000,1458,9,0,38
31395,15697,31394,2357,101,79441000,3523,5,0,72
31396,15698,31397,2687,2087,49739000,4563,9,0,99
31397,15698,31396,2087,2687,50260000,3237,3,10,44
31398,15699,31399,3596,2558,58447000,2598,1,0,69
31399,15699,31398,2558,3596,41551000,2725,8,1000,73
31400,15700,31401,3294,3049,26923000,4372,9,0,15
31401,15700,31400,3049,3294,73076000,1136,5,100,91
31402,15701,31403,46,3576,53274000,4021,2,0,22
31403,15701,31402,3576,46,46725000,1566,4,0,73
31404,15702,31405,1473,2274,57442000,2270,5,100,92
31405,15702,31404,2274,1473,42558000,3791,8,0,78
31406,15703,31407,3577,3597,43641000,2765,6,10,42
31407,15703,31406,3597,3577,56358000,1024,1,0,62
31408,15704,31409,3577,3099,27101000,4411,7,0,22
31409,15704,31408,3099,3577,72898000,2165,8,1000,55
31410,15705,31411,46,3269,65210000,2097,6,0,25
31411,15705,31410,3269,46,34792000,2153,6,0,19
31412,15706,31413,356,194,40932000,4117,8,10,45
31413,15706,31412,194,356,59067000,3179,8,10,19
31414,15707,31415,3482,3164,7441000,1394,8,0,37
31415,15707,31414,3164,3482,92560000,1860,4,0,70
31416,15708,31417,1642,791,51298000,1391,2,0,96
31417,15708,31416,791,1642,48701000,2726,1,10,64
31418,15709,31419,177,3164,85747000,2724,8,0,23
31419,15709,31418,3164,177,14253000,4153,2,0,59
31420,15710,31421,2687,177,81099000,4475,5,100,78
31421,15710,31420,177,2687,18900000,4603,8,0,73
31422,15711,31423,3601,326,59095000,2493,7,1000,74
31423,15711,31422,326,3601,40902000,4819,1,100,32
31424,15712,31425,3601,332,99679000,3665,1,0,13
31425,15712,31424,332,3601,320000,3399,2,10,34
31426,15713,31427,334,177,97935000,2642,1,0,42
31427,15713,31426,177,334,2065000,3767,1,0,68
31428,15714,31429,3602,3115,74102000,1123,9,0,23
31429,15714,31428,3115,3602,25898000,3161,4,100,29
31430,15715,31431,3603,3399,80690000,2971,8,0,50
31431,15715,31430,3399,3603,19307000,4489,7,0,23
31432,15716,31433,1618,2061,38382000,1744,5,10,79
31433,15716,31432,2061,1618,61615000,3691,1,0,23
31434,15717,31435,3594,1473,21775000,1676,6,0,97
31435,15717,31434,1473,3594,78225000,4665,8,0,95
31436,15718,31437,3594,1475,4709000,1889,4,0,20
31437,15718,31436,1475,3594,95290000,2198,3,0,85
31438,15719,31439,2901,2661,40872000,4003,6,0,85
31439,15719,31438,2661,2901,59127000,4736,7,0,25
31440,15720,31441,1205,194,78155000,4666,5,0,83
31441,15720,31440,194,1205,21844000,4693,7,10,68
31442,15721,31443,77,194,31840000,2026,9,0,70
31443,15721,31442,194,77,68160000,2528,3,0,44
31444,15722,31445,46,1818,30205000,2853,4,0,26
31445,15722,31444,1818,46,69795000,4345,6,0,96
31446,15723,31447,1818,177,17576000,2568,8,10,85
31447,15723,31446,177,1818,82421000,4953,1,0,46
31448,15724,31449,3482,130,42076000,1942,5,0,94
31449,15724,31448,130,3482,57923000,1861,7,1000,99
31450,15725,31451,1290,282,92400000,1392,5,0,27
31451,15725,31450,282,1290,7599000,2709,2,0,68
31452,15726,31453,46,3604,5223000,3864,9,10,34
31453,15726,31452,3604,46,94777000,4012,6,1000,82
31454,15727,31455,3598,1474,62647000,3096,5,0,18
31455,15727,31454,1474,3598,37354000,3081,2,10,15
31456,15728,31457,3449,1474,37105000,1583,4,0,28
31457,15728,31456,1474,3449,62893000,2340,6,0,88
31458,15729,31459,356,2936,11540000,1539,9,0,63
31459,15729,31458,2936,356,88459000,3914,5,0,95
31460,15730,31461,2640,2936,78350000,3463,9,0,61
31461,15730,31460,2936,2640,21649000,3277,4,0,91
31462,15731,31463,2687,2936,11086000,1775,7,0,63
31463,15731,31462,2936,2687,88913000,4729,4,0,50
31464,15732,31465,820,2936,75924000,1595,2,0,74
31465,15732,31464,2936,820,24075000,3640,4,0,32
31466,15733,31467,194,2936,790000,1674,1,0,57
31467,15733,31466,2936,194,99210000,2682,2,0,38
31468,15734,31469,3561,194,75895000,2154,4,0,74
31469,15734,31468,194,3561,24104000,3128,5,0,33
31470,15735,31471,2520,3575,2243000,1198,7,0,67
31471,15735,31470,3575,2520,97755000,1961,4,1000,65
31472,15736,31473,151,2936,42817000,4117,9,10,10
31473,15736,31472,2936,151,57182000,3218,5,100,40
31474,15737,31475,76,2936,97931000,2633,2,0,62
31475,15737,31474,2936,76,2069000,3208,8,0,55
31476,15738,31477,151,2936,786000,4101,6,0,80
31477,15738,31476,2936,151,99213000,4114,5,0,85
31478,15739,31479,2364,3467,41387000,2644,3,0,28
31479,15739,31478,3467,2364,58612000,2840,7,10,79
31480,15740,31481,250,3467,58598000,2340,8,0,69
31481,15740,31480,3467,250,41401000,4169,6,10,92
31482,15741,31483,3467,161,88049000,3233,1,10,61
31483,15741,31482,161,3467,11952000,4622,3,0,84
31484,15742,31485,1115,3467,62252000,4208,4,10,55
31485,15742,31484,3467,1115,37747000,3459,6,0,48
31486,15743,31487,458,3467,52877000,4050,5,0,61
31487,15743,31486,3467,458,47121000,1734,9,0,34
31488,15744,31489,3594,3467,22233000,2958,9,1000,82
31489,15744,31488,3467,3594,77766000,3145,7,0,56
31490,15745,31491,2010,3467,35700000,4152,3,1000,38
31491,15745,31490,3467,2010,64301000,1113,1,100,72
31492,15746,31493,1940,282,58031000,3836,4,1000,44
31493,15746,31492,282,1940,41971000,3890,5,0,33
31494,15747,31495,871,463,7865000,2217,6,0,66
31495,15747,31494,463,871,92135000,3462,5,100,78
31496,15748,31497,2640,160,30308000,1713,4,0,43
31497,15748,31496,160,2640,69691000,3551,6,0,58
31498,15749,31499,1259,2191,74035000,2894,3,0,36
31499,15749,31498,2191,1259,25965000,4905,8,0,88
31500,15750,31501,3216,46,9441000,1785,3,10,18
31501,15750,31500,46,3216,90558000,4102,4,0,53
31502,15751,31503,1924,130,59089000,3829,9,0,96
31503,15751,31502,130,1924,40910000,4190,4,0,82
31504,15752,31505,1924,77,88828000,1345,6,10,65
31505,15752,31504,77,1924,11171000,4080,8,100,29
31506,15753,31507,3445,3525,81204000,2982,4,10,46
31507,15753,31506,3525,3445,18795000,4288,2,1000,69
31508,15754,31509,46,1924,56080000,2897,5,0,64
31509,15754,31508,1924,46,43920000,2115,9,0,51
